,GEO_ID,NAME,H016D001,H016D002,H016D003,H016D004,H016D005,H016D006,H016D007,H016D008,H016D009,H016D010,H016D011,H016D012,H016D013,H016D014,H016D017,H016D015,H016D016
0,id,Geographic Area Name,Total,Total!!Owner occupied,Total!!Owner occupied!!1-person household,Total!!Owner occupied!!2-person household,Total!!Owner occupied!!3-person household,Total!!Owner occupied!!4-person household,Total!!Owner occupied!!5-person household,Total!!Owner occupied!!6-person household,Total!!Owner occupied!!7-or-more-person household,Total!!Renter occupied,Total!!Renter occupied!!1-person household,Total!!Renter occupied!!2-person household,Total!!Renter occupied!!3-person household,Total!!Renter occupied!!4-person household,Total!!Renter occupied!!7-or-more-person household,Total!!Renter occupied!!5-person household,Total!!Renter occupied!!6-person household
907,8710000US3612832,"ZCTA5 12832, New York",5,5,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0
908,8710000US3612833,"ZCTA5 12833, New York",3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
909,8710000US3612834,"ZCTA5 12834, New York",7,5,1,2,1,1,0,0,0,2,1,0,0,1,0,0,0
910,8710000US3612835,"ZCTA5 12835, New York",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
911,8710000US3612836,"ZCTA5 12836, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
912,8710000US3612837,"ZCTA5 12837, New York",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
913,8710000US3612838,"ZCTA5 12838, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
914,8710000US3612839,"ZCTA5 12839, New York",18,7,2,2,3,0,0,0,0,11,4,2,1,1,1,1,1
915,8710000US3612841,"ZCTA5 12841, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
916,8710000US3612842,"ZCTA5 12842, New York",2,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
917,8710000US3612843,"ZCTA5 12843, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
918,8710000US3612844,"ZCTA5 12844, New York",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
919,8710000US3612845,"ZCTA5 12845, New York",6,2,0,1,1,0,0,0,0,4,1,1,0,2,0,0,0
920,8710000US3612846,"ZCTA5 12846, New York",2,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0
921,8710000US3612847,"ZCTA5 12847, New York",1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
922,8710000US3612849,"ZCTA5 12849, New York",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
923,8710000US3612850,"ZCTA5 12850, New York",2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
924,8710000US3612851,"ZCTA5 12851, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
925,8710000US3612852,"ZCTA5 12852, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
926,8710000US3612853,"ZCTA5 12853, New York",1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
927,8710000US3612855,"ZCTA5 12855, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
928,8710000US3612856,"ZCTA5 12856, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
929,8710000US3612857,"ZCTA5 12857, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
930,8710000US3612858,"ZCTA5 12858, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
931,8710000US3612859,"ZCTA5 12859, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
932,8710000US3612860,"ZCTA5 12860, New York",1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
933,8710000US3612861,"ZCTA5 12861, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
934,8710000US3612862,"ZCTA5 12862, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
935,8710000US3612863,"ZCTA5 12863, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,8710000US3612864,"ZCTA5 12864, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
937,8710000US3612865,"ZCTA5 12865, New York",2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
938,8710000US3612866,"ZCTA5 12866, New York",157,77,13,19,15,21,4,1,4,80,34,23,8,7,1,5,2
939,8710000US3612870,"ZCTA5 12870, New York",3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
940,8710000US3612871,"ZCTA5 12871, New York",3,3,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
941,8710000US3612872,"ZCTA5 12872, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
942,8710000US3612873,"ZCTA5 12873, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
943,8710000US3612874,"ZCTA5 12874, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
944,8710000US3612878,"ZCTA5 12878, New York",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
945,8710000US3612883,"ZCTA5 12883, New York",13,10,0,5,2,0,1,1,1,3,0,2,1,0,0,0,0
946,8710000US3612884,"ZCTA5 12884, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
947,8710000US3612885,"ZCTA5 12885, New York",3,2,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
948,8710000US3612886,"ZCTA5 12886, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
949,8710000US3612887,"ZCTA5 12887, New York",3,2,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0
950,8710000US3612901,"ZCTA5 12901, New York",131,65,12,23,14,10,3,3,0,66,27,15,9,7,1,6,1
951,8710000US3612903,"ZCTA5 12903, New York",10,6,0,2,3,0,0,1,0,4,1,1,1,1,0,0,0
952,8710000US3612910,"ZCTA5 12910, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
953,8710000US3612911,"ZCTA5 12911, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
954,8710000US3612912,"ZCTA5 12912, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
955,8710000US3612913,"ZCTA5 12913, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
956,8710000US3612914,"ZCTA5 12914, New York",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
957,8710000US3612916,"ZCTA5 12916, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
958,8710000US3612917,"ZCTA5 12917, New York",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
959,8710000US3612918,"ZCTA5 12918, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
960,8710000US3612919,"ZCTA5 12919, New York",6,3,0,2,0,0,1,0,0,3,0,0,0,0,0,2,1
961,8710000US3612920,"ZCTA5 12920, New York",4,3,1,2,0,0,0,0,0,1,0,1,0,0,0,0,0
962,8710000US3612921,"ZCTA5 12921, New York",3,3,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
963,8710000US3612922,"ZCTA5 12922, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
964,8710000US3612923,"ZCTA5 12923, New York",2,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
965,8710000US3612924,"ZCTA5 12924, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
966,8710000US3612926,"ZCTA5 12926, New York",1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
967,8710000US3612927,"ZCTA5 12927, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
968,8710000US3612928,"ZCTA5 12928, New York",3,1,0,0,0,0,0,1,0,2,0,0,1,0,0,0,1
969,8710000US3612929,"ZCTA5 12929, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
970,8710000US3612930,"ZCTA5 12930, New York",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
971,8710000US3612932,"ZCTA5 12932, New York",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
972,8710000US3612933,"ZCTA5 12933, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
973,8710000US3612934,"ZCTA5 12934, New York",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
974,8710000US3612935,"ZCTA5 12935, New York",1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
975,8710000US3612936,"ZCTA5 12936, New York",1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
976,8710000US3612937,"ZCTA5 12937, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
977,8710000US3612939,"ZCTA5 12939, New York",2,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0
978,8710000US3612941,"ZCTA5 12941, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
979,8710000US3612942,"ZCTA5 12942, New York",1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
980,8710000US3612943,"ZCTA5 12943, New York",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
981,8710000US3612944,"ZCTA5 12944, New York",5,3,1,0,0,1,0,1,0,2,1,1,0,0,0,0,0
982,8710000US3612945,"ZCTA5 12945, New York",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
983,8710000US3612946,"ZCTA5 12946, New York",17,6,2,1,0,3,0,0,0,11,2,2,4,1,0,2,0
984,8710000US3612950,"ZCTA5 12950, New York",1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
985,8710000US3612952,"ZCTA5 12952, New York",1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
986,8710000US3612953,"ZCTA5 12953, New York",26,15,3,6,3,1,2,0,0,11,6,2,1,1,0,1,0
987,8710000US3612955,"ZCTA5 12955, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
988,8710000US3612956,"ZCTA5 12956, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
989,8710000US3612957,"ZCTA5 12957, New York",3,0,0,0,0,0,0,0,0,3,0,1,0,0,1,1,0
990,8710000US3612958,"ZCTA5 12958, New York",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
991,8710000US3612959,"ZCTA5 12959, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
992,8710000US3612960,"ZCTA5 12960, New York",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
993,8710000US3612961,"ZCTA5 12961, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
994,8710000US3612962,"ZCTA5 12962, New York",7,6,1,2,2,1,0,0,0,1,1,0,0,0,0,0,0
995,8710000US3612964,"ZCTA5 12964, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
996,8710000US3612965,"ZCTA5 12965, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
997,8710000US3612966,"ZCTA5 12966, New York",2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
998,8710000US3612967,"ZCTA5 12967, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,8710000US3612969,"ZCTA5 12969, New York",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,8710000US3612970,"ZCTA5 12970, New York",1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1001,8710000US3612972,"ZCTA5 12972, New York",12,12,0,8,3,0,1,0,0,0,0,0,0,0,0,0,0
1002,8710000US3612973,"ZCTA5 12973, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1003,8710000US3612974,"ZCTA5 12974, New York",2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1004,8710000US3612975,"ZCTA5 12975, New York",3,1,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0
1005,8710000US3612976,"ZCTA5 12976, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1006,8710000US3612977,"ZCTA5 12977, New York",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1007,8710000US3612978,"ZCTA5 12978, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1008,8710000US3612979,"ZCTA5 12979, New York",9,5,1,1,1,2,0,0,0,4,1,1,1,1,0,0,0
1009,8710000US3612980,"ZCTA5 12980, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1010,8710000US3612981,"ZCTA5 12981, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1011,8710000US3612983,"ZCTA5 12983, New York",19,6,1,1,1,3,0,0,0,13,5,3,1,3,0,1,0
1012,8710000US3612985,"ZCTA5 12985, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1013,8710000US3612986,"ZCTA5 12986, New York",5,5,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0
1014,8710000US3612987,"ZCTA5 12987, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1015,8710000US3612989,"ZCTA5 12989, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1016,8710000US3612992,"ZCTA5 12992, New York",3,1,0,0,0,0,1,0,0,2,0,0,1,0,0,0,1
1017,8710000US3612993,"ZCTA5 12993, New York",2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1018,8710000US3612996,"ZCTA5 12996, New York",1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1019,8710000US3612997,"ZCTA5 12997, New York",1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
1020,8710000US3612998,"ZCTA5 12998, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1021,8710000US3613020,"ZCTA5 13020, New York",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1022,8710000US3613021,"ZCTA5 13021, New York",73,40,6,9,9,8,1,5,2,33,14,7,7,1,0,2,2
1023,8710000US3613024,"ZCTA5 13024, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1024,8710000US3613026,"ZCTA5 13026, New York",3,1,0,0,1,0,0,0,0,2,1,0,0,1,0,0,0
1025,8710000US3613027,"ZCTA5 13027, New York",94,63,9,17,12,13,7,5,0,31,12,7,5,5,0,2,0
1026,8710000US3613028,"ZCTA5 13028, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1027,8710000US3613029,"ZCTA5 13029, New York",12,10,3,4,1,2,0,0,0,2,0,2,0,0,0,0,0
1028,8710000US3613030,"ZCTA5 13030, New York",5,4,1,2,0,0,1,0,0,1,0,1,0,0,0,0,0
1029,8710000US3613031,"ZCTA5 13031, New York",74,44,4,19,9,9,2,1,0,30,6,11,4,9,0,0,0
1030,8710000US3613032,"ZCTA5 13032, New York",11,8,3,2,0,1,0,2,0,3,2,0,0,0,0,1,0
1031,8710000US3613033,"ZCTA5 13033, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1032,8710000US3613034,"ZCTA5 13034, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1033,8710000US3613035,"ZCTA5 13035, New York",11,5,1,1,2,1,0,0,0,6,2,2,1,1,0,0,0
1034,8710000US3613036,"ZCTA5 13036, New York",8,5,2,1,1,0,1,0,0,3,1,1,0,1,0,0,0
1035,8710000US3613037,"ZCTA5 13037, New York",9,5,1,3,1,0,0,0,0,4,1,1,1,0,1,0,0
1036,8710000US3613039,"ZCTA5 13039, New York",56,53,7,11,14,15,3,0,3,3,2,0,1,0,0,0,0
1037,8710000US3613040,"ZCTA5 13040, New York",2,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0
1038,8710000US3613041,"ZCTA5 13041, New York",79,76,4,11,18,19,11,8,5,3,1,0,0,0,1,0,1
1039,8710000US3613042,"ZCTA5 13042, New York",2,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0
1040,8710000US3613044,"ZCTA5 13044, New York",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1041,8710000US3613045,"ZCTA5 13045, New York",96,47,7,21,6,10,2,1,0,49,16,10,12,9,1,1,0
1042,8710000US3613051,"ZCTA5 13051, New York",1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1043,8710000US3613052,"ZCTA5 13052, New York",1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
1044,8710000US3613053,"ZCTA5 13053, New York",13,7,0,2,2,1,2,0,0,6,1,2,2,1,0,0,0
1045,8710000US3613054,"ZCTA5 13054, New York",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1046,8710000US3613057,"ZCTA5 13057, New York",83,49,10,11,16,10,1,0,1,34,10,9,10,5,0,0,0
1047,8710000US3613060,"ZCTA5 13060, New York",3,1,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0
1048,8710000US3613061,"ZCTA5 13061, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1049,8710000US3613062,"ZCTA5 13062, New York",2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
1050,8710000US3613063,"ZCTA5 13063, New York",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1051,8710000US3613064,"ZCTA5 13064, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1052,8710000US3613066,"ZCTA5 13066, New York",141,103,10,29,27,21,9,6,1,38,5,9,9,8,0,5,2
1053,8710000US3613068,"ZCTA5 13068, New York",8,6,0,2,1,1,2,0,0,2,0,0,1,1,0,0,0
1054,8710000US3613069,"ZCTA5 13069, New York",23,12,1,4,3,3,1,0,0,11,5,3,2,0,0,0,1
1055,8710000US3613071,"ZCTA5 13071, New York",1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1056,8710000US3613072,"ZCTA5 13072, New York",2,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
1057,8710000US3613073,"ZCTA5 13073, New York",9,6,0,4,1,0,0,0,1,3,0,1,2,0,0,0,0
1058,8710000US3613074,"ZCTA5 13074, New York",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1059,8710000US3613076,"ZCTA5 13076, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1060,8710000US3613077,"ZCTA5 13077, New York",10,6,0,0,4,2,0,0,0,4,1,1,1,1,0,0,0
1061,8710000US3613078,"ZCTA5 13078, New York",177,137,12,35,37,35,10,6,2,40,6,13,6,9,0,4,2
1062,8710000US3613080,"ZCTA5 13080, New York",5,3,1,0,0,1,1,0,0,2,0,2,0,0,0,0,0
1063,8710000US3613081,"ZCTA5 13081, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1064,8710000US3613082,"ZCTA5 13082, New York",4,3,0,1,0,2,0,0,0,1,1,0,0,0,0,0,0
1065,8710000US3613083,"ZCTA5 13083, New York",2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1066,8710000US3613084,"ZCTA5 13084, New York",8,5,1,1,0,0,3,0,0,3,0,2,1,0,0,0,0
1067,8710000US3613087,"ZCTA5 13087, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1068,8710000US3613088,"ZCTA5 13088, New York",260,131,14,37,20,31,14,9,6,129,39,42,31,11,2,1,3
1069,8710000US3613090,"ZCTA5 13090, New York",235,161,19,44,29,34,20,11,4,74,16,28,19,7,1,2,1
1070,8710000US3613092,"ZCTA5 13092, New York",4,3,0,1,1,0,0,0,1,1,0,0,0,0,1,0,0
1071,8710000US3613101,"ZCTA5 13101, New York",2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1072,8710000US3613102,"ZCTA5 13102, New York",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1073,8710000US3613103,"ZCTA5 13103, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1074,8710000US3613104,"ZCTA5 13104, New York",253,197,10,45,48,57,29,6,2,56,20,13,8,9,1,4,1
1075,8710000US3613108,"ZCTA5 13108, New York",17,14,6,4,1,2,1,0,0,3,0,1,2,0,0,0,0
1076,8710000US3613110,"ZCTA5 13110, New York",2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1077,8710000US3613111,"ZCTA5 13111, New York",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1078,8710000US3613112,"ZCTA5 13112, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1079,8710000US3613113,"ZCTA5 13113, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1080,8710000US3613114,"ZCTA5 13114, New York",2,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0
1081,8710000US3613115,"ZCTA5 13115, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1082,8710000US3613116,"ZCTA5 13116, New York",21,20,0,11,5,1,2,0,1,1,1,0,0,0,0,0,0
1083,8710000US3613117,"ZCTA5 13117, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1084,8710000US3613118,"ZCTA5 13118, New York",3,2,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0
1085,8710000US3613120,"ZCTA5 13120, New York",2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1086,8710000US3613122,"ZCTA5 13122, New York",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1087,8710000US3613123,"ZCTA5 13123, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1088,8710000US3613124,"ZCTA5 13124, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1089,8710000US3613126,"ZCTA5 13126, New York",94,52,10,14,11,11,2,3,1,42,19,8,8,4,1,2,0
1090,8710000US3613131,"ZCTA5 13131, New York",3,2,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0
1091,8710000US3613132,"ZCTA5 13132, New York",3,3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
1092,8710000US3613134,"ZCTA5 13134, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1093,8710000US3613135,"ZCTA5 13135, New York",8,6,0,3,0,2,1,0,0,2,0,0,1,0,0,1,0
1094,8710000US3613136,"ZCTA5 13136, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1095,8710000US3613138,"ZCTA5 13138, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1096,8710000US3613140,"ZCTA5 13140, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1097,8710000US3613141,"ZCTA5 13141, New York",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1098,8710000US3613142,"ZCTA5 13142, New York",5,4,1,2,0,1,0,0,0,1,0,1,0,0,0,0,0
1099,8710000US3613143,"ZCTA5 13143, New York",3,2,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0
1100,8710000US3613144,"ZCTA5 13144, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,8710000US3613145,"ZCTA5 13145, New York",2,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1102,8710000US3613146,"ZCTA5 13146, New York",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1103,8710000US3613147,"ZCTA5 13147, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1104,8710000US3613148,"ZCTA5 13148, New York",49,25,6,6,2,4,4,1,2,24,13,4,2,2,0,3,0
1105,8710000US3613152,"ZCTA5 13152, New York",13,11,0,7,1,2,1,0,0,2,2,0,0,0,0,0,0
1106,8710000US3613153,"ZCTA5 13153, New York",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1107,8710000US3613155,"ZCTA5 13155, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1108,8710000US3613156,"ZCTA5 13156, New York",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1109,8710000US3613157,"ZCTA5 13157, New York",2,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
1110,8710000US3613158,"ZCTA5 13158, New York",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1111,8710000US3613159,"ZCTA5 13159, New York",12,8,0,4,3,0,0,0,1,4,0,2,1,0,0,1,0
1112,8710000US3613160,"ZCTA5 13160, New York",3,1,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0
1113,8710000US3613162,"ZCTA5 13162, New York",1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1114,8710000US3613163,"ZCTA5 13163, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1115,8710000US3613164,"ZCTA5 13164, New York",1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1116,8710000US3613165,"ZCTA5 13165, New York",10,8,3,2,1,2,0,0,0,2,0,0,0,1,0,1,0
1117,8710000US3613166,"ZCTA5 13166, New York",3,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1118,8710000US3613167,"ZCTA5 13167, New York",2,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0
1119,8710000US3613202,"ZCTA5 13202, New York",207,7,6,0,1,0,0,0,0,200,126,60,9,5,0,0,0
1120,8710000US3613203,"ZCTA5 13203, New York",391,61,8,15,8,10,8,7,5,330,103,57,32,40,27,38,33
1121,8710000US3613204,"ZCTA5 13204, New York",61,13,5,3,4,0,1,0,0,48,34,5,6,0,0,1,2
1122,8710000US3613205,"ZCTA5 13205, New York",257,16,6,4,2,1,0,1,2,241,113,88,26,10,1,2,1
1123,8710000US3613206,"ZCTA5 13206, New York",90,44,1,7,12,10,5,4,5,46,20,13,5,3,0,4,1
1124,8710000US3613207,"ZCTA5 13207, New York",19,12,0,4,4,1,0,1,2,7,3,1,2,0,0,1,0
1125,8710000US3613208,"ZCTA5 13208, New York",615,212,15,36,39,40,39,25,18,403,65,52,67,78,40,60,41
1126,8710000US3613209,"ZCTA5 13209, New York",34,12,3,3,2,4,0,0,0,22,7,11,4,0,0,0,0
1127,8710000US3613210,"ZCTA5 13210, New York",733,47,12,14,9,6,2,2,2,686,237,220,108,79,6,25,11
1128,8710000US3613211,"ZCTA5 13211, New York",15,12,0,5,2,1,1,2,1,3,1,1,0,1,0,0,0
1129,8710000US3613212,"ZCTA5 13212, New York",70,54,6,19,8,6,8,4,3,16,5,4,4,1,1,0,1
1130,8710000US3613214,"ZCTA5 13214, New York",103,72,6,24,12,20,9,1,0,31,11,6,8,5,0,1,0
1131,8710000US3613215,"ZCTA5 13215, New York",49,30,3,8,6,6,2,3,2,19,11,5,1,1,1,0,0
1132,8710000US3613219,"ZCTA5 13219, New York",41,27,4,9,5,7,1,1,0,14,5,3,3,1,1,1,0
1133,8710000US3613224,"ZCTA5 13224, New York",97,62,6,30,14,7,5,0,0,35,16,6,9,4,0,0,0
1134,8710000US3613290,"ZCTA5 13290, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1135,8710000US3613301,"ZCTA5 13301, New York",1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1136,8710000US3613302,"ZCTA5 13302, New York",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1137,8710000US3613303,"ZCTA5 13303, New York",3,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0
1138,8710000US3613304,"ZCTA5 13304, New York",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
